SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
532281,HCL TECHNO  ,A ,Q,1079.60,1089.00,1036.80,1041.30,1041.30,1079.85,2857,113362,119096605.00,
532282,CASTEXTECH  ,T ,Q,3.00,3.00,2.89,2.89,2.89,3.04,142,400216,1158249.00,
532284,TCFC FINANCE,X ,Q,34.65,35.50,33.00,34.70,34.70,34.10,14,558,18678.00,
532285,GEOJITFSL   ,B ,Q,106.20,106.85,104.40,104.60,104.50,106.05,50,5182,545864.00,
532286,JINDAL STE  ,A ,Q,251.00,256.75,250.00,253.60,253.60,251.55,2273,470280,118906932.00,
532290,BLB LTD.    ,B ,Q,8.00,8.20,8.00,8.00,8.00,7.81,15,2107,17145.00,
532296,GLENMARK PHA,A ,Q,568.55,575.00,565.00,572.80,572.80,566.95,453,16391,9350445.00,
532300,WOCKHARDT   ,A ,Q,794.10,821.50,794.10,817.55,817.55,793.50,5533,310338,252519973.00,
532301,TATA COFFEE ,B ,Q,133.00,134.00,131.30,131.75,132.35,132.30,521,39301,5200591.00,
532305,IND-SWIFT LA,B ,Q,62.00,64.25,62.00,63.10,64.25,62.00,10,1000,62913.00,
532309,GEPIL       ,B ,Q,870.30,870.30,851.05,860.60,863.50,868.55,33,849,733282.00,
532310,SHREE RAMA  ,B ,Q,11.81,12.39,11.81,12.03,12.03,12.16,11,1047,12775.00,
532313,MAHINDRALIFE,A ,Q,450.00,480.75,447.40,463.25,463.25,447.50,1168,31365,14569156.00,
532321,CADILA HEALT,A ,Q,410.00,420.00,403.85,406.05,406.05,409.35,1037,46745,19182007.00,
532323,SHIVA CEMENT,X ,Q,29.70,31.95,29.50,29.95,29.95,29.70,1545,1015696,31730085.00,
532326,INTENS TECH ,B ,Q,72.30,73.25,71.75,72.90,72.10,72.15,35,102123,7374316.00,
532329,DANLAW TECH.,X ,Q,87.85,89.35,83.10,89.35,89.35,85.10,40,3456,304654.00,
532330,BIOPAC INDIA,XT,Q,18.65,18.80,18.00,18.55,18.40,18.00,44,13845,257015.00,
532331,AJANTA PHARM,A ,Q,1368.15,1370.00,1343.00,1352.25,1349.00,1364.30,702,15628,21151781.00,
532339,COMPUCOM SOF,B ,Q,12.85,14.39,12.85,13.98,14.00,13.09,126,27683,378839.00,
532340,OMNI AX'S SO,XT,Q,3.00,3.00,3.00,3.00,3.00,2.97,1,500,1500.00,
532341,IZMO        ,B ,Q,112.60,114.90,109.75,110.10,110.10,108.50,618,59951,6740402.00,
532342,COMMEX TECH ,XT,Q,0.76,0.76,0.76,0.76,0.76,0.76,9,1136,863.00,
532343,TVS MOTOR L ,A ,Q,646.50,669.95,646.50,668.25,668.25,651.75,1653,47434,31548434.00,
532345,GATI LTD.   ,A ,Q,117.20,118.00,112.20,113.40,113.40,118.40,3829,334483,38245796.00,
532348,SUBEX LTX   ,B ,Q,7.52,7.67,7.42,7.48,7.48,7.46,268,1215606,9057260.00,
532349,TRANSPORT CO,B ,Q,283.45,294.00,282.90,289.05,288.00,284.50,388,8179,2361968.00,
532350,PADMALAYA TE,XT,Q,3.95,4.25,3.95,4.18,4.18,4.15,15,4663,18910.00,
532351,AKSH OPTIFIB,B ,Q,35.05,35.80,34.00,34.60,34.60,34.60,363,100528,3522839.00,
532355,PICTURHOUSE ,X ,Q,3.50,3.97,3.50,3.97,3.97,3.46,9,7528,27264.00,
532356,TRIVENI ENGG,B ,Q,35.15,41.10,35.00,38.35,38.35,35.10,1604,225662,8799904.00,
532357,MUKTA ARTS  ,B ,Q,63.00,63.15,62.00,62.15,62.00,63.20,24,1548,96444.00,
532359,HITKIT GLOB ,X ,Q,0.31,0.31,0.31,0.31,0.31,0.32,2,1301,403.00,
532362,NAGPUR POWER,X ,Q,45.95,45.95,34.10,34.60,36.30,38.40,56,15905,553435.00,
532365,DYNACONS SYS,B ,Q,45.45,45.45,42.00,42.00,42.00,43.05,25,1736,73463.00,
532366,PNB GILTS   ,B ,Q,36.55,36.60,36.00,36.05,36.00,36.15,98,16122,583720.00,
532368,YBRANTDIGI  ,T ,Q,4.59,4.62,4.40,4.62,4.62,4.40,70,86899,400558.00,
532369,RAMCO INDS. ,B ,Q,272.60,281.30,269.10,271.95,271.95,271.15,408,19107,5260981.00,
532370,RAMCO  SYSTM,B ,Q,495.70,495.70,478.40,482.15,482.15,490.05,560,18734,9074905.00,
532371,TATA TELESER,B ,Q,6.00,6.14,5.74,5.77,5.77,5.88,392,527969,3151403.00,
532372,VIRINCHI    ,X ,Q,131.70,132.95,125.50,127.60,127.60,128.55,517,54280,6999054.00,
532373,WEPSOLN     ,X ,Q,42.20,42.20,41.10,41.50,41.20,42.90,61,19652,816157.00,
532374,STER TECH   ,A ,Q,345.00,345.90,335.60,341.80,341.80,341.00,3275,242607,82458568.00,
532375,TIPSINDUSTR ,B ,Q,110.05,117.00,110.00,114.25,112.80,114.00,14,468,52758.00,
532379,FIRSTOBJ    ,XT,Q,14.45,15.65,14.45,15.65,15.65,14.95,10,4229,66063.00,
532380,BABA ARTS   ,XT,Q,3.15,3.15,2.85,3.03,2.85,3.00,36,23294,72230.00,
532382,BALAJI TELE.,B ,Q,133.05,133.60,131.55,132.40,132.00,133.05,51,2005,265350.00,
532384,TYCHE INDS  ,X ,Q,108.70,108.70,104.00,105.65,105.65,105.30,37,3872,406556.00,
532386,CALIFORN.SOF,B ,Q,36.65,36.65,36.65,36.65,36.65,34.95,2,151,5534.00,
532387,PRITISHN COM,B ,Q,16.60,16.90,16.60,16.90,16.90,17.00,4,250,4195.00,
532388,INDIAN OVER.,A ,Q,17.20,18.35,17.10,18.15,18.25,17.90,181,57677,1043980.00,
532390,TAJ GVK HOTL,B ,Q,234.75,237.90,217.00,223.20,223.20,231.50,577,25760,5893772.00,
532391,OPTO CIRCUIT,B ,Q,10.95,11.32,10.50,10.88,10.98,10.84,652,455534,5049428.00,
532395,AXISCADES   ,B ,Q,176.45,181.35,176.45,178.15,178.15,178.75,305,15045,2686452.00,
532398,UMESL       ,B ,Q,1.21,1.21,1.21,1.21,1.21,1.27,8,27908,33768.00,
532400,KPIT        ,A ,Q,249.90,250.45,244.35,247.75,248.05,247.10,502,44136,10914391.00,
532401,VIJAYA BANK ,A ,Q,58.10,60.40,58.10,59.70,59.70,57.95,602,113668,6789300.00,
532406,AVANTEL LTD ,X ,Q,515.20,525.90,513.00,517.35,515.00,515.20,135,7939,4112511.00,
532407,MOSCHIP SEMI,X ,Q,32.65,34.10,32.30,33.65,33.45,32.50,265,189811,6369442.00,
532408,MEGASOFT LTD,B ,Q,12.50,12.50,12.30,12.30,12.30,12.55,11,1415,17456.00,
532410,TRANSCORP IN,X ,Q,45.65,45.65,43.05,44.50,44.50,43.80,62,13785,616237.00,
532411,VISESH INFO.,T ,Q,0.23,0.23,0.23,0.23,0.23,0.23,3,12080,2778.00,
532413,CEREBRA INTE,B ,Q,71.65,72.40,68.30,69.20,68.40,72.25,1118,332792,23275648.00,
532414,IKF TECHNO  ,XT,Q,0.65,0.67,0.62,0.65,0.67,0.65,39,35386,22393.00,
532416,MID-DAY MULT,B ,Q,15.15,16.70,15.15,16.05,15.55,15.20,48,39100,633943.00,
532418,ANDHRA BANK ,A ,Q,37.00,40.60,37.00,40.20,40.20,37.45,2624,660476,26125914.00,
532419,SMARTLINK   ,B ,Q,105.25,105.55,104.70,105.00,105.00,104.55,27,1690,177654.00,
532424,GODREJ CONS ,A ,Q,1124.00,1124.00,1106.25,1115.10,1115.10,1109.00,344,6722,7484497.00,
532430,BF UTILI    ,A ,Q,435.50,438.50,420.35,423.60,423.60,430.75,4765,229423,98696650.00,
532432,UNITD SPR   ,B ,Q,3534.00,3612.00,3527.15,3574.30,3574.30,3515.45,1834,24936,89337854.00,
532439,GOLDST INFRA,B ,Q,173.75,178.95,173.75,176.25,175.40,171.75,163,9523,1688734.00,
532440,MPS LTD     ,B ,Q,683.00,683.85,644.25,646.35,646.35,676.70,692,8280,5476989.00,
532443,CERA SANITAR,B ,Q,3219.55,3237.60,3201.00,3204.90,3201.00,3200.50,59,209,671581.00,
532444,T. SPIRITUAL,XT,Q,0.90,0.90,0.90,0.90,0.90,0.91,4,3200,2880.00,
532454,BHARTI ARTL ,A ,Q,408.00,415.85,401.05,408.95,408.95,408.85,3242,239878,97698176.00,
532455,SHALIMAR WIR,X ,Q,21.50,21.50,20.50,20.50,20.50,21.40,13,1568,33142.00,
532456,COMPUAGE INF,B ,Q,38.40,40.30,38.35,39.50,39.70,38.85,76,16259,645121.00,
532457,GULSHAN POLY,B ,Q,71.90,71.95,70.25,70.55,70.25,71.10,163,22128,1584389.00,
532459,AUNDE IND   ,XT,Q,56.00,56.00,56.00,56.00,56.00,53.65,1,200,11200.00,
532460,PONNI SUG(ER,B ,Q,135.05,145.00,135.05,141.00,141.00,142.45,103,6372,892989.00,
532461,PUNJAB NATIO,A ,Q,90.95,94.65,90.95,93.50,93.50,91.05,5881,1778849,165909299.00,
532466,ORACLE FIN  ,A ,Q,4220.00,4349.00,4220.00,4325.50,4325.50,4187.75,784,2491,10711020.00,
532468,KAMAHOLDING ,B ,Q,4887.95,5353.00,4650.00,5034.30,5150.00,4617.85,149,1268,6306509.00,
532475,APTECH LTD  ,B ,Q,286.05,289.00,280.10,281.80,281.80,282.75,858,43137,12239792.00,
532477,UNION BANK L,A ,Q,91.00,96.95,90.35,94.30,94.30,90.75,3014,884914,83563840.00,
532478,UNITED BREWA,A ,Q,1135.00,1209.00,1135.00,1195.00,1195.00,1130.55,2127,56545,67048296.00,
532479,ISMT LTD    ,B ,Q,7.47,8.03,7.33,8.02,8.03,7.65,74,23645,186274.00,
532480,ALLAHABAD BK,A ,Q,47.00,50.20,47.00,49.15,49.15,47.20,1017,231467,11371861.00,
532481,NOIDA-TOLL B,B ,Q,11.85,11.86,11.51,11.62,11.55,11.48,15,2503,29090.00,
532482,GRANULES (I),A ,Q,108.00,109.65,106.90,108.15,108.15,107.80,740,79796,8684987.00,
532483,CANARA BANK ,A ,Q,253.60,269.50,253.60,260.70,260.70,253.85,4600,686417,181109913.00,
532485,BALMER LA.IN,B ,Q,410.00,425.00,405.25,415.30,414.90,409.30,160,7347,3050325.00,
532486,POKARNA LTD ,B ,Q,193.40,196.65,192.55,194.90,194.95,191.65,51,3878,755312.00,
532488,DIVI'S LAB. ,A ,Q,1172.00,1193.50,1166.05,1188.40,1188.40,1172.40,341,10166,12008612.00,
532493,ASTRA MICRO ,A ,Q,103.00,103.75,99.80,102.20,102.20,100.95,1791,210080,21470781.00,
532497,RADICOKHAIT ,A ,Q,420.00,432.30,415.30,424.05,424.05,417.25,3671,295393,125872410.00,
532498,SHRMCITYUN  ,A ,Q,2400.00,2415.35,2307.05,2396.75,2400.00,2399.45,393,2083,4943882.00,
532500,MARUTISUZUK ,A ,Q,9013.00,9142.00,8721.10,8777.95,8777.95,8947.80,16549,129087,1150127554.00,
532503,RAJAPAMILLS ,X ,Q,1145.00,1195.70,1145.00,1190.05,1192.90,1153.30,68,3134,3724693.00,
532504,NAVIN FLUORI,A ,Q,756.15,768.40,744.00,763.30,760.00,757.45,85,792,604814.00,
532505,UCOBANK     ,A ,Q,19.85,20.15,19.15,19.85,19.85,19.35,389,91411,1816675.00,
532507,BAG FIL MED ,B ,Q,5.19,5.19,5.05,5.09,5.05,5.08,51,77906,394537.00,
532508,JSL         ,B ,Q,96.35,100.35,94.10,95.45,94.25,96.25,740,78100,7639622.00,
532509,SUPRAJIT ENG,B ,Q,275.85,279.85,275.00,277.15,276.25,275.85,39,4221,1162845.00,
532511,EXCEL CROP. ,B ,Q,3522.80,3551.00,3520.00,3545.90,3550.45,3533.00,72,257,907371.00,
532513,TVSELE      ,B ,Q,543.80,557.00,533.25,536.05,534.55,547.15,2763,94756,51628847.00,
532514,INDRA GAS   ,A ,Q,292.00,293.80,289.95,291.80,291.00,295.00,762,122095,35685668.00,
532515,TV TODAY    ,B ,Q,472.30,480.00,472.30,476.80,475.00,476.95,614,14865,7089222.00,
532518,FLORENCE    ,X ,Q,2150.00,2272.90,2111.00,2125.00,2111.00,2137.50,22,1355,2891461.00,
532521,PALRED      ,B ,Q,77.15,81.00,77.15,79.30,78.00,79.35,24,1085,86411.00,
532522,PETRONET LNG,A ,Q,228.00,232.45,226.00,227.40,227.40,227.60,2133,86361,19745742.00,
532523,BIOCON LTD. ,A ,Q,668.00,674.40,645.50,651.85,651.85,663.25,12363,646349,424020222.00,
532524,PTC INDIA   ,A ,Q,89.95,90.70,87.50,89.70,89.75,87.50,655,78614,7029844.00,
532525,BANK MAHA   ,B ,Q,13.75,13.85,13.50,13.70,13.70,13.75,266,121154,1652033.00,
532527,RK FORGINGS ,B ,Q,832.00,840.00,823.25,835.80,840.00,814.80,72,544,453029.00,
532528,DATAM GLOB  ,B ,Q,133.30,134.00,128.65,130.20,129.80,131.95,430,22037,2909467.00,
532529,NDTV        ,B ,Q,41.05,41.90,40.30,41.70,41.70,41.50,32,3056,126348.00,
532531,STAR        ,A ,Q,639.10,645.80,632.50,637.15,634.45,640.25,1895,16396,10463324.00,
532532,JAIPRA      ,A ,Q,19.45,19.90,19.15,19.25,19.25,19.25,2405,4029701,78580690.00,
532538,ULTRATECH CM,A ,Q,4085.00,4116.20,4045.00,4064.10,4060.00,4079.95,639,4185,17088249.00,
532539,MINDA IND   ,B ,Q,1120.05,1125.40,1111.70,1118.30,1120.65,1119.45,107,897,1004912.00,
532540,TCS LTD.    ,A ,Q,3540.00,3543.15,3449.30,3454.80,3454.80,3540.35,6981,107456,373485349.00,
532541,NIITTECH    ,A ,Q,1158.20,1165.00,1106.40,1138.50,1140.90,1140.70,8343,249278,282293201.00,
532543,GULFPETRO   ,B ,Q,79.95,80.00,77.30,78.45,79.50,78.90,65,5902,467388.00,
532548,CENTURYPLY  ,A ,Q,336.00,336.35,322.00,325.20,325.20,336.00,956,29919,9789466.00,
532553,WELENT      ,B ,Q,145.05,148.90,145.00,145.50,145.60,145.05,324,42486,6203512.00,
532555,NTPC LTD    ,A ,Q,172.50,172.50,169.50,170.85,170.35,172.25,740,621668,105791908.00,
532604,SALSTEEL    ,B ,Q,8.40,8.60,7.85,8.14,8.30,8.23,135,23075,190395.00,
532605,JBM AUTO    ,B ,Q,428.05,435.75,427.70,430.40,430.40,423.50,187,3970,1712148.00,
532609,BHARATIDIL  ,Z ,Q,5.31,5.31,4.82,4.85,4.85,5.07,33,20075,97885.00,
532610,DWAR SUGAR  ,B ,Q,23.45,25.50,23.35,24.20,24.20,23.40,1297,371741,9168427.00,
532612,INDOCO REM  ,B ,Q,200.00,208.75,199.20,200.35,200.35,198.55,205,7761,1575098.00,
532613,VIPCLOTHNG  ,B ,Q,69.50,75.20,69.40,72.10,72.10,68.65,490,67811,4970234.00,
532614,IMPEX       ,T ,Q,0.93,0.93,0.93,0.93,0.93,0.94,8,3805,3538.00,
532616,XCHANGING   ,B ,Q,60.50,60.50,60.50,60.50,60.50,60.05,1,50,3025.00,
532617,JETAIRWAYS  ,A ,Q,621.00,634.40,619.80,622.70,622.70,620.25,2711,169184,106068966.00,
532621,MORARJETEX  ,B ,Q,41.35,42.20,41.35,41.60,41.35,41.40,12,610,25421.00,
532622,GATEWAY DIST,A ,Q,175.00,175.00,167.30,167.80,167.70,172.85,234,10149,1722897.00,
532624,JINDALPH    ,B ,Q,58.00,58.00,54.05,57.00,57.00,53.45,4,23,1253.00,
532626,PONDY OXIDES,X ,Q,501.00,510.70,495.00,497.70,498.95,502.65,233,7376,3707551.00,
532627,JPPOWER     ,B ,Q,4.04,4.06,3.85,3.88,3.92,3.95,3973,994351,3914425.00,
532628,3I INFOTECH ,B ,Q,4.73,4.99,4.73,4.92,4.92,4.82,346,510638,2499781.00,
532629,MCNALLYB    ,B ,Q,59.50,60.00,58.00,58.10,58.10,59.00,27,3736,220213.00,
532630,GOKALDAS    ,B ,Q,106.90,107.50,102.10,102.65,102.65,105.70,623,39411,4104278.00,
532633,ALLSEC TECH ,B ,Q,389.75,400.00,376.50,383.60,384.95,382.90,38,353,136445.00,
532636,IIFL        ,A ,Q,744.95,767.45,739.30,757.95,752.00,741.15,656,14109,10613699.00,
532637,MAN DRUGORG ,B ,Q,172.50,173.25,170.50,171.00,171.00,172.25,44,2867,492556.00,
532638,SHOPPER STOP,A ,Q,574.65,588.00,569.65,576.80,576.80,570.20,266,3698,2133866.00,
532641,NDL         ,B ,Q,131.50,141.25,131.50,135.00,135.00,130.50,263,14534,1983472.00,
532642,JSWHL       ,B ,Q,1971.80,2018.40,1908.00,1925.30,1920.90,1933.40,149,901,1776757.00,
532643,GANESHFORGIN,T ,Q,1.29,1.29,1.29,1.29,1.29,1.35,6,495,638.00,
532644,JK CEMENT   ,B ,Q,969.05,984.50,959.90,981.45,980.00,962.80,97,1034,1007196.00,
532646,UNIPLY IND  ,B ,Q,477.85,486.00,467.00,471.50,472.35,473.30,825,27408,13098766.00,
532647,PROVOGUE IND,B ,Q,4.65,4.72,4.51,4.65,4.65,4.61,10,1235,5737.00,
532648,YES BANK    ,A ,Q,364.80,368.75,345.45,348.45,348.45,352.05,21676,2606966,925392231.00,
532649,NECTAR LIFE ,B ,Q,27.50,27.95,27.00,27.20,27.25,27.30,109,19206,527260.00,
532650,MSP STEEL   ,B ,Q,17.95,18.20,17.25,17.30,17.85,17.20,15,4199,73467.00,
532651,SPL INDS    ,B ,Q,23.50,26.00,23.50,25.70,25.70,25.00,19,1658,41596.00,
532652,KARNATAKA BK,A ,Q,117.95,124.55,117.50,122.40,122.40,117.25,3287,337533,41377150.00,
532654,MCLEOD RUSSE,A ,Q,155.50,156.15,154.10,155.10,154.80,155.30,294,14799,2297854.00,
532656,FACOR ALLOYS,X ,Q,2.08,2.19,1.95,2.00,1.98,2.03,122,99283,199333.00,
532658,EON ELECT   ,B ,Q,82.00,83.50,82.00,83.50,83.50,83.25,8,603,50209.00,
532659,IDFC        ,A ,Q,56.00,57.25,55.25,57.00,57.00,55.55,4192,1949373,110167184.00,
532660,VIVIMED LABS,B ,Q,74.30,75.55,74.25,74.35,74.40,74.05,514,41485,3102429.00,
532661,RANE MADRAS ,B ,Q,1002.50,1020.00,984.65,992.95,990.00,992.25,251,3592,3605564.00,
532662,HT MEDIA    ,B ,Q,87.10,92.30,87.10,89.80,89.80,86.40,562,56472,5089925.00,
532663,SASKEN      ,B ,Q,872.40,880.00,851.70,860.85,853.75,871.65,123,2138,1851761.00,
532666,FCS SOFTWARE,T ,Q,0.31,0.32,0.30,0.32,0.32,0.31,42,376169,118233.00,
532667,SUZLONENERGY,A ,Q,10.71,11.00,10.65,10.84,10.84,10.71,8629,2178918,23638073.00,
532668,AURIONPRO SO,B ,Q,240.00,240.55,235.25,237.35,237.35,234.20,44,1906,454201.00,
532669,SOUTHBIOTEC ,XT,Q,2.42,2.54,2.30,2.31,2.30,2.42,18,7520,17657.00,
532670,RENUKA SUGAR,A ,Q,15.65,15.75,15.55,15.60,15.60,15.70,206,189828,2971095.00,
532673,KM SUGARMILL,B ,Q,11.25,11.65,10.71,11.18,11.11,10.94,93,19808,224891.00,
532674,BANNARI AMMA,B ,Q,250.00,250.00,237.50,242.50,245.00,242.80,3,13,3227.00,
532676,PBA INFRASTR,T ,Q,9.71,9.71,9.71,9.71,9.71,10.22,2,200,1942.00,
532678,BOMBAY RAYON,T ,Q,24.50,25.95,24.50,24.50,24.50,25.75,80,7180,176339.00,
532679,SORILINFRA  ,B ,Q,335.10,338.00,307.00,311.70,311.70,333.80,1878,123787,39871985.00,
532682,ABG SHIPYARD,Z ,Q,7.88,7.88,7.16,7.44,7.47,7.53,54,11249,82864.00,
532683,AIAENGINEER ,A ,Q,1410.45,1443.00,1410.45,1432.55,1443.00,1415.50,34,87,124313.00,
532684,EVEREST KANT,B ,Q,53.15,53.60,52.15,52.35,52.35,53.05,300,107354,5635292.00,
532686,KERNEX MICRO,Z ,Q,35.10,37.80,35.10,36.65,36.50,36.00,33,13189,483119.00,
532687,REPRO INDIA ,B ,Q,680.05,703.55,680.05,689.65,688.15,678.30,18,82,56525.00,
532689,PVR LTD     ,A ,Q,1408.20,1437.50,1401.00,1429.10,1428.50,1397.00,899,14249,20314420.00,
532690,RAMSARUP IND,T ,Q,1.27,1.27,1.27,1.27,1.27,1.33,1,100,127.00,
532692,RADHA MADHAV,B ,Q,29.00,29.95,28.60,29.25,29.25,29.30,513,67996,1996758.00,
532693,PUNJ LLOYD  ,B ,Q,17.20,17.35,17.10,17.15,17.15,17.05,212,73859,1271622.00,
532694,BARTRONICSIN,B ,Q,15.75,16.00,14.95,16.00,16.00,15.24,900,377816,5951890.00,
532695,CELEBRITYFAS,B ,Q,15.80,16.10,15.25,15.55,15.55,15.65,81,15119,238949.00,
532696,EDUCOMP SOLN,Z ,Q,3.81,4.08,3.80,3.86,3.98,3.99,56,14120,55063.00,
532698,NITINSPINNER,B ,Q,101.20,106.60,101.20,103.90,104.00,102.05,390,47137,4946732.00,
532699,ROYALORCH   ,B ,Q,220.00,226.35,220.00,223.35,220.00,222.20,221,9247,2066432.00,
532701,SREE SAKTHI ,XT,Q,10.30,10.50,9.55,10.00,10.00,10.05,25,6262,63490.00,
532702,GUJ PETRONET,A ,Q,184.70,184.70,180.45,180.95,181.40,182.40,724,17057,3104500.00,
532705,JAGRAN PRAK ,B ,Q,166.00,166.00,163.00,165.35,164.60,164.30,112,6220,1026594.00,
532706,INOX LEISURE,A ,Q,260.10,265.20,258.05,262.45,262.45,259.35,216,207502,54297695.00,
532707,DYNEMIC PRO ,B ,Q,181.70,192.30,175.75,187.70,187.70,181.40,332,26533,4897636.00,
532708,GVK POWERINF,B ,Q,14.90,15.20,14.65,14.70,14.70,14.90,393,372091,5518987.00,
532710,SADBHAV ENGG,A ,Q,387.60,391.20,376.65,385.05,384.80,388.00,183,3771,1435405.00,
532711,SUNIL HITECH,B ,Q,7.31,7.52,7.16,7.34,7.31,7.27,260,157386,1157497.00,
532712,REL COM LTD ,A ,Q,16.80,17.00,15.60,15.90,15.90,16.80,8502,6161337,101157764.00,
532713,SAKUMA EXPO ,B ,Q,192.75,195.00,192.05,193.25,195.00,192.85,33,1535,297481.00,
532714,KEC INTERN  ,A ,Q,408.85,411.00,399.00,402.95,402.00,403.10,581,23367,9445608.00,
532715,GITANJALI GE,T ,Q,3.35,3.35,3.35,3.35,3.35,3.50,97,44767,149969.00,
532716,GILLA ARBUT ,B ,Q,72.50,72.50,69.00,70.00,70.00,70.15,6,56,3951.00,
532717,INDOTECHTR  ,B ,Q,184.00,184.05,182.00,184.05,184.05,185.00,18,55,10081.00,
532718,PRATIBHA IND,T ,Q,5.56,5.76,5.55,5.67,5.67,5.69,23,10830,61196.00,
532719,BL KASHYAP  ,B ,Q,50.95,51.80,48.10,48.70,48.70,49.55,339,60342,2994890.00,
532720,M&M FINANSER,A ,Q,514.40,528.00,513.85,523.05,523.05,512.15,1869,89391,46463147.00,
532721,VISA STEEL  ,B ,Q,12.95,13.35,12.95,13.35,13.35,13.25,2,345,4587.00,
532722,NITCO TILES ,B ,Q,99.40,101.00,95.40,96.05,96.05,95.05,852,51685,5079793.00,
532725,SOLAR IND   ,B ,Q,1060.00,1069.80,1055.00,1057.95,1055.05,1054.30,30,177,187241.00,
532726,GALLAN METAL,T ,Q,39.60,39.80,39.60,39.75,39.80,39.95,7,1501,59514.00,
532727,ADHUNIK MET ,B ,Q,3.99,4.06,3.60,4.03,4.03,3.77,21,6937,27793.00,
532728,MALU PAPER  ,B ,Q,41.90,42.70,41.90,42.00,42.00,42.00,34,7188,302657.00,
532729,UTTAM SUGAR ,B ,Q,86.85,94.50,86.15,92.30,92.30,86.70,175,10151,936007.00,
532730,STL GLOBAL  ,B ,Q,15.85,16.00,15.70,15.95,16.00,16.10,36,3793,60218.00,
532731,ROHIT FERRO ,B ,Q,2.67,2.67,2.55,2.65,2.65,2.67,13,11493,30021.00,
532732,KEWAL KIRAN ,B ,Q,1562.00,1562.00,1562.00,1562.00,1562.00,1557.15,11,76,118712.00,
532733,SUN TVNET   ,A ,Q,879.35,888.00,865.25,869.55,869.55,876.10,854,44331,38981578.00,
532734,GODAWARI POW,B ,Q,574.00,590.00,566.10,570.45,567.00,577.35,1210,49851,28849378.00,
532735,RSYSTEMINT  ,B ,Q,35.05,40.90,35.05,40.15,40.15,37.95,237,31505,1246456.00,
532737,EMKAY GLOB F,B ,Q,158.50,165.00,156.00,159.35,160.25,159.65,99,2878,461356.00,
532738,TANTIA CONS ,T ,Q,12.60,12.60,12.60,12.60,12.60,13.25,4,129,1625.00,
532740,LOKESH MACH ,B ,Q,59.90,61.40,59.50,59.70,59.55,59.30,120,14532,875637.00,
532741,KAMDHENU    ,B ,Q,240.00,252.00,240.00,240.90,240.00,238.95,47,3808,927230.00,
532742,PAUSHAK LTD ,X ,Q,1476.00,1476.00,1432.00,1435.80,1432.00,1444.45,97,1073,1563604.00,
532744,GTN TEXTILE ,B ,Q,16.35,17.70,16.10,16.40,16.70,17.10,30,2407,39474.00,
532745,INDICAP     ,XT,Q,64.90,65.50,62.20,64.80,65.40,62.85,28,5220,337348.00,
532746,UNITY INFRA ,B ,Q,3.68,4.00,3.68,3.95,3.95,3.68,20,7646,29207.00,
532748,PRIME FOCUS ,B ,Q,94.45,99.80,94.45,95.65,95.00,92.55,180,8054,786181.00,
532749,ALLCARGO    ,B ,Q,148.00,148.00,142.00,143.65,143.65,146.65,1744,96753,14053920.00,
532751,EASUNREYRL  ,B ,Q,18.30,18.45,17.80,17.80,17.80,18.70,85,7878,142658.00,
532754,GMR INFRASTR,A ,Q,20.35,20.60,20.10,20.35,20.20,20.35,1334,2085171,42429207.00,
532755,TECH MAH    ,A ,Q,695.00,695.15,669.00,671.25,671.25,690.90,2096,105783,71396207.00,
532756,MAHINDCIE   ,A ,Q,248.00,248.95,245.00,247.75,247.75,248.20,438,20674,5110371.00,
532757,VOLTAMP TRAN,B ,Q,1215.00,1215.75,1161.45,1166.00,1166.00,1201.15,162,604,712579.00,
532759,ATLANTA     ,B ,Q,78.55,80.20,78.00,78.20,78.20,77.40,289,24312,1920949.00,
532760,DEEP INDS   ,B ,Q,160.50,163.00,156.30,157.80,157.80,158.40,603,13743,2194273.00,
532761,HOV SERVICES,B ,Q,236.10,237.50,230.50,233.25,233.25,237.80,38,695,163095.00,
532762,ACTION CONST,B ,Q,182.00,185.25,181.65,182.75,182.00,182.20,955,101734,18640104.00,
532764,GEECEE      ,B ,Q,138.25,163.65,138.20,163.65,163.65,136.40,707,145210,23599356.00,
532765,USHER AGRO  ,B ,Q,4.15,4.15,3.80,3.85,3.85,4.00,79,189581,721470.00,
532766,RICHA IND   ,X ,Q,11.00,11.38,10.55,10.83,10.85,10.92,51,3838,41689.00,
532767,GAYATRI PROJ,B ,Q,202.30,205.00,200.40,202.95,202.95,198.45,300,24340,4954982.00,
532768,FIEM INDS   ,B ,Q,930.05,937.40,930.00,930.55,930.00,933.75,16,2148,2003246.00,
532770,HANUNG TOYS ,T ,Q,2.80,2.80,2.75,2.75,2.75,2.77,10,9289,25951.00,
532771,JHS SVEN    ,B ,Q,60.00,62.75,60.00,61.40,61.40,60.30,168,22769,1404506.00,
532772,DCBBANK     ,A ,Q,197.80,200.50,192.35,195.80,195.20,195.35,1814,200842,39718744.00,
532773,GLOBAL VECT ,B ,Q,124.00,126.30,121.05,123.20,124.50,123.25,122,3671,453336.00,
532774,ACCEL FRONTL,B ,Q,51.05,56.40,51.05,54.00,53.00,51.50,27,1840,97911.00,
532775,GTL INFRAST ,T ,Q,2.09,2.09,2.09,2.09,2.09,2.20,339,736920,1540162.00,
