SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
530723,ASIT C FIN  ,X ,Q,71.00,71.00,71.00,71.00,71.00,70.70,1,1000,71000.00,
530759,STERL.TOOLS ,B ,Q,406.75,409.80,400.00,404.10,405.00,400.25,195,792,318752.00,
530771,KLG CAPITAL ,X ,Q,7.45,7.45,7.45,7.45,7.45,7.45,1,1,7.00,
530773,IVRCL LTD   ,B ,Q,3.45,3.49,3.31,3.37,3.40,3.43,76,79174,267175.00,
530789,CEEJAY FINAN,X ,Q,160.00,184.90,160.00,165.20,165.00,170.10,25,1645,274792.00,
530801,DIAMONDINFO ,XT,Q,1.35,1.35,1.35,1.35,1.35,1.29,1,50,67.00,
530803,BHAGIL      ,B ,Q,345.00,345.00,339.10,342.40,342.00,341.75,239,4335,1485681.00,
530809,BNR UDYOG   ,X ,Q,30.00,30.00,27.65,28.65,28.65,28.90,18,147,4193.00,
530813,KRBL LTD.   ,B ,Q,439.55,447.00,439.20,442.40,443.00,439.70,127,3971,1752837.00,
530815,REFNOL RESIN,X ,Q,33.60,33.60,31.00,31.60,31.60,31.25,4,327,10313.00,
530821,SSPDL LTD   ,X ,Q,53.00,54.65,51.00,51.05,51.00,51.45,9,2049,104645.00,
530825,DAIKAFFIL CH,X ,Q,62.40,63.45,60.40,62.30,63.00,61.90,48,7353,456812.00,
530829,CIL SECURITS,X ,Q,28.90,28.90,26.80,27.80,27.80,27.20,19,259,7225.00,
530839,CLIO INFOTEC,X ,Q,1.95,1.95,1.95,1.95,1.95,2.00,1,100,195.00,
530843,CUPID LTD   ,B ,Q,280.10,283.95,273.50,275.55,275.55,281.15,163,10238,2849299.00,
530845,SUNSHIELD CH,X ,Q,292.00,296.90,289.50,292.20,292.00,291.35,17,465,135445.00,
530859,COSBOARD IND,X ,Q,31.50,31.50,28.60,29.60,30.65,30.20,39,11107,329151.00,
530867,SFLINTER    ,XT,Q,3.44,3.44,3.44,3.44,3.44,3.32,7,724,2490.00,
530871,CHEMBOND CHM,X ,Q,343.05,369.90,300.00,343.35,343.00,346.25,1198,159854,50878714.00,
530879,CIFL        ,XT,Q,49.65,49.65,49.65,49.65,49.65,49.65,1,1000,49650.00,
530883,SUPER CROP. ,X ,Q,36.30,37.75,36.00,37.00,37.00,37.05,604,169504,6307112.00,
530889,ALKA INDIA  ,XT,Q,0.20,0.20,0.19,0.19,0.19,0.19,30,165400,32572.00,
530897,N.G.IND.LTD.,X ,Q,80.00,80.00,77.00,77.25,80.00,80.00,8,601,47800.00,
530919,REMSONS IND.,B ,Q,86.65,88.00,86.60,88.00,88.00,90.10,9,114,10012.00,
530921,INTEG.THERMO,P ,Q,5.14,5.14,5.14,5.14,5.14,4.90,1,700,3598.00,
530943,SRI ADHIKARI,T ,Q,15.35,15.75,14.70,14.85,15.00,15.30,55,11016,167616.00,
530951,RAMINFO     ,X ,Q,47.45,47.45,44.65,45.00,45.00,45.40,56,15884,717647.00,
530959,DIANA TEA CO,X ,Q,21.30,21.65,20.75,20.90,21.00,21.30,46,8070,169719.00,
530961,VIKASECO    ,B ,Q,36.90,37.30,36.35,36.65,36.65,36.45,1464,923506,34005025.00,
530965,INDIAN OIL  ,A ,Q,162.00,163.65,160.50,162.70,162.70,160.95,2459,384921,62552761.00,
530973,ALFA ICA (I),XT,Q,59.65,65.00,59.65,62.40,62.00,62.75,8,35,2193.00,
530977,SKCIL       ,X ,Q,144.85,152.50,141.40,142.15,142.05,147.00,22,1313,189762.00,
530979,INDIA HOME  ,X ,Q,96.35,103.95,96.30,100.65,101.00,97.85,40,6763,673711.00,
530991,ROOPA INDUS ,X ,Q,13.94,15.70,13.50,14.05,14.05,13.85,18,8010,113385.00,
530997,UNIQUE ORGAN,X ,Q,9.50,9.50,9.50,9.50,9.50,9.50,1,30,285.00,
530999,BALAJI AMINE,B ,Q,724.90,727.05,706.00,712.30,712.30,710.25,441,8691,6261403.00,
531027,LIBORD SEC  ,X ,Q,11.00,11.00,11.00,11.00,11.00,11.25,1,100,1100.00,
531041,COMPETENT AU,X ,Q,283.85,291.35,283.85,289.95,290.00,283.40,22,754,217958.00,
531082,ALANKIT     ,B ,Q,41.40,43.45,41.40,42.95,42.95,42.30,127,18763,798349.00,
531088,TULIP STAR H,XT,Q,53.40,53.40,48.40,48.40,48.40,50.90,2,510,27184.00,
531092,OM MET INFRA,B ,Q,53.15,53.65,52.45,52.75,52.45,52.75,348,5185,274840.00,
531109,ISHAN DYES  ,X ,Q,48.40,48.45,46.55,47.50,47.50,46.50,38,3548,169149.00,
531120,PATEL ENGG. ,B ,Q,62.20,63.40,61.65,62.20,62.30,62.25,168,28767,1803783.00,
531129,INANI MARBLE,X ,Q,17.15,17.15,17.15,17.15,17.15,17.55,1,100,1715.00,
531146,MEDICAMEN BI,X ,Q,675.00,680.05,661.00,674.35,674.00,673.25,116,7526,5085185.00,
531147,ALICON      ,B ,Q,617.90,638.00,617.90,630.10,637.00,628.45,8,133,84210.00,
531157,ORGANIC COAT,X ,Q,16.24,17.77,16.24,16.25,16.25,17.09,12,1664,27775.00,
531158,CATVISION   ,XT,Q,40.85,43.25,40.85,42.55,42.55,41.25,26,21165,907677.00,
531161,ABM KNOWLEDG,X ,Q,84.10,84.85,83.00,83.00,83.00,82.85,26,1920,159673.00,
531162,EMAMI LTD.  ,A ,Q,1130.00,1138.00,1115.00,1118.50,1120.00,1125.95,1647,15501,17421995.00,
531169,SKP SECURE. ,X ,Q,80.00,80.00,74.95,74.95,74.95,74.00,4,7,529.00,
531172,PRANAV.SPIN ,X ,Q,15.45,17.15,15.45,17.15,17.15,17.15,5,325,5063.00,
531173,SYSCHEM (I) ,XT,Q,12.90,12.90,11.78,12.10,12.10,12.40,13,1117,13237.00,
531179,ARMAN FIN   ,B ,Q,426.40,433.00,426.20,426.30,426.30,425.00,15,207,88597.00,
531198,DHANADACOL  ,XT,Q,4.04,4.24,3.84,4.24,4.24,4.04,5,1013,3950.00,
531199,GLANCE FIN. ,X ,Q,37.50,37.50,37.50,37.50,37.50,39.45,1,7,262.00,
531206,KWALITY CRED,XT,Q,8.53,8.53,8.53,8.53,8.53,8.70,4,32,272.00,
531209,NUCLE.SOFT E,B ,Q,465.00,485.00,465.00,479.65,479.65,460.95,353,9444,4524457.00,
531212,NALIN LEASE ,X ,Q,19.80,20.00,19.80,19.90,20.00,19.20,6,1356,26932.00,
531213,MANAP FIN   ,A ,Q,120.80,123.00,120.75,122.05,122.05,119.75,1788,290941,35486480.00,
531215,RTS POWER CO,X ,Q,52.50,52.50,52.50,52.50,52.50,54.50,1,1,52.00,
531216,COMFORT INTE,XT,Q,1.31,1.43,1.31,1.34,1.35,1.37,47,97914,136098.00,
531223,ANJANI SYNT.,X ,Q,30.05,31.00,29.80,31.00,31.00,30.65,7,25695,766690.00,
531225,FRONTIER    ,XT,Q,2.45,2.45,2.45,2.45,2.45,2.45,2,8450,20702.00,
531233,RASI ELECTRO,XT,Q,5.40,5.48,5.02,5.35,5.35,5.22,13,4883,26221.00,
531234,VICTORY PAPR,XT,Q,40.20,44.10,40.20,44.10,44.10,42.15,3,1015,40861.00,
531241,LINC PEN &PL,B ,Q,409.55,418.20,394.50,397.15,396.30,410.20,19,814,325256.00,
531246,PRIMA IND.  ,XT,Q,14.00,14.70,14.00,14.70,14.70,14.70,2,118,1664.00,
531252,ANERI       ,X ,Q,3.53,3.53,3.36,3.36,3.36,3.53,3,1534,5389.00,
531253,INDIA GELAT.,X ,Q,107.00,109.90,103.00,109.55,109.90,105.70,11,1015,110571.00,
531266,VST TILLERS ,B ,Q,3051.90,3059.90,3034.00,3045.15,3035.05,3040.50,51,263,799679.00,
531273,RADHE DEVLOP,X ,Q,18.65,20.20,18.65,19.90,19.40,19.05,39,5971,117890.00,
531278,ELIXIR      ,X ,Q,48.90,49.65,48.90,49.65,49.65,49.00,2,6,295.00,
531289,NATFIT      ,X ,Q,217.00,224.00,216.00,218.20,218.00,217.00,17,657,144039.00,
531297,ARTEFACT PR ,X ,Q,35.25,35.25,32.85,35.25,35.25,33.60,5,2004,65848.00,
531300,AMIT INTNL. ,XT,Q,3.20,3.21,2.95,3.21,3.21,3.06,7,11060,35237.00,
531306,DHP INDIA LT,XT,Q,505.55,526.90,495.00,505.05,505.05,517.70,60,2207,1116181.00,
531322,HAVISHA     ,T ,Q,1.52,1.66,1.52,1.52,1.66,1.59,8,19750,30026.00,
531323,SANTARAM SPN,X ,Q,6.18,6.18,6.15,6.15,6.15,5.89,2,500,3075.00,
531328,KRETTOSYS   ,X ,Q,18.50,18.50,18.50,18.50,18.50,19.45,3,308,5698.00,
531335,ZYDUS WELL  ,B ,Q,1293.95,1400.00,1280.00,1307.40,1300.05,1285.65,735,4467,6028139.00,
531340,BERVIN INV. ,XT,Q,26.00,26.00,26.00,26.00,26.00,27.35,3,102,2652.00,
531344,CONTAIN.CORP,A ,Q,1310.90,1327.95,1291.55,1309.10,1309.10,1303.75,493,45712,59837545.00,
531346,EASTERN TRED,X ,Q,94.00,94.00,87.05,87.45,90.00,88.20,9,231,20895.00,
531349,PANACEA BIOT,B ,Q,282.75,292.50,281.85,285.90,286.50,283.25,212,8971,2573563.00,
531358,CHOICE INT. ,X ,Q,150.00,154.65,146.95,147.30,147.30,147.10,178,15960,2403809.00,
531359,SHRIRAM ASSE,XT,Q,83.05,83.50,83.00,83.00,83.00,87.35,13,952,79081.00,
531364,AQUAPIV     ,XT,Q,18.65,18.65,18.65,18.65,18.65,19.60,1,50,932.00,
531370,SPARC SYSTEM,XT,Q,3.80,3.80,3.80,3.80,3.80,3.99,1,200,760.00,
531373,BYKE HOSP   ,B ,Q,196.65,197.10,190.45,191.20,192.10,194.90,175,11952,2319222.00,
531381,ARIHANT FOUN,T ,Q,42.20,43.90,42.20,43.90,43.90,44.40,3,20,857.00,
531390,UPSURGE INV.,X ,Q,40.00,42.95,39.95,41.55,42.00,42.05,12,409,16410.00,
531398,SOURCENTRL  ,XT,Q,98.65,98.65,98.65,98.65,98.65,98.65,4,101,9963.00,
531400,ALMONDZ GLO ,B ,Q,27.00,30.10,27.00,29.90,30.10,27.40,78,41676,1231889.00,
531404,ZICOM ELECTR,B ,Q,16.95,17.50,16.70,16.95,17.50,16.95,65,6105,103634.00,
531410,GUJ.FOILS   ,XT,Q,8.64,8.65,8.64,8.65,8.65,8.65,13,1952,16877.00,
531411,TUNI TEXTILE,X ,Q,0.49,0.49,0.49,0.49,0.49,0.49,1,907,444.00,
531417,MEGA CORPN. ,XT,Q,1.19,1.20,1.15,1.20,1.20,1.15,12,13847,16244.00,
531420,BMB MUSIC   ,Z ,Q,1.98,1.98,1.98,1.98,1.98,1.89,1,200,396.00,
531426,TAMIL.NEWSPR,B ,Q,347.00,349.90,344.85,348.50,348.50,343.45,83,2813,977506.00,
531431,SHAKTI PUMPS,B ,Q,740.95,745.70,725.35,729.30,729.30,735.30,1673,52411,38489993.00,
531437,PWASML      ,X ,Q,59.70,59.70,53.35,55.95,53.35,56.50,12,309,17125.00,
531453,MOHIT INDUS.,B ,Q,29.00,29.30,28.65,28.80,29.20,28.90,22,1888,54600.00,
531454,POLYLINK POL,XT,Q,22.00,22.85,21.20,21.35,21.20,22.05,18,4533,97530.00,
531456,MINAXI TEXT.,X ,Q,1.07,1.07,1.07,1.07,1.07,1.04,1,2000,2140.00,
531463,GBLINFRA    ,X ,Q,53.95,53.95,53.95,53.95,53.95,55.05,5,522,28161.00,
531467,ARNAVCORP   ,XT,Q,0.20,0.22,0.20,0.22,0.22,0.21,74,166628,33900.00,
531471,DUKE OFFSHOR,X ,Q,73.95,76.40,73.35,74.05,73.40,72.10,17,1284,96407.00,
531472,CYBELE IND  ,XT,Q,6.70,7.35,6.70,7.35,7.35,7.04,3,600,4215.00,
531489,CG-VAK SOFTW,X ,Q,34.00,34.15,34.00,34.15,34.15,32.55,6,1766,60228.00,
531494,NAVKAR BUILD,XT,Q,31.55,31.55,31.35,31.55,31.55,30.05,27,11149,351636.00,
531497,MADHUCON PRJ,B ,Q,22.95,22.95,21.55,21.65,21.65,22.35,104,10665,235876.00,
531500,RAJESH EXPO.,A ,Q,717.90,717.90,691.50,703.85,715.00,698.70,322,41221,28772599.00,
531508,EVEREADY (I),B ,Q,305.05,318.70,305.05,315.90,313.30,306.70,523,17052,5373533.00,
531518,VIKAS GRAN  ,XT,Q,8.70,8.70,8.55,8.55,8.55,9.00,37,31916,272956.00,
531524,I.C.S.A. IND,T ,Q,2.79,2.79,2.55,2.56,2.56,2.66,11,14705,40058.00,
531525,ACE SOFTWARE,X ,Q,31.55,33.00,31.55,32.00,32.00,31.55,10,585,18797.00,
531531,HATSUN AGRO ,B ,Q,783.15,838.00,783.15,800.90,790.50,782.10,371,5007,4056110.00,
531539,RISHABH DIGH,XT,Q,41.60,44.85,40.65,44.85,44.85,42.75,9,1155,47414.00,
531540,MARUTI INFRA,X ,Q,25.15,27.40,25.15,26.20,27.00,25.70,38,12737,329052.00,
531541,AVONLIFE    ,Z ,Q,9.96,10.97,9.96,10.97,10.97,10.45,10,4913,53774.00,
531543,JINDAL WORLD,B ,Q,612.00,621.00,603.50,613.55,613.55,603.95,448,28756,17608947.00,
531547,TIRUPATI IND,XT,Q,7.13,7.13,7.13,7.13,7.13,7.50,1,10,71.00,
531548,SOMANY CRAM ,B ,Q,607.50,620.00,583.20,584.60,584.60,601.60,199,1730,1029834.00,
531556,CORAL (I)FIN,B ,Q,31.30,31.30,30.10,30.35,30.40,30.45,59,9704,295324.00,
531560,AROMA ENT   ,Z ,Q,44.80,44.80,42.30,42.30,42.30,44.50,4,2500,110750.00,
531569,SANJIVANI PA,XT,Q,5.50,5.50,5.50,5.50,5.50,5.50,12,2378,13079.00,
531574,VAS INFRA   ,X ,Q,8.89,9.70,8.89,9.70,9.70,8.87,2,101,898.00,
531583,RAP MEDIA   ,XT,Q,16.89,16.89,15.39,15.39,15.39,16.20,2,1021,15744.00,
531590,BILPOWER LTD,T ,Q,1.52,1.52,1.52,1.52,1.52,1.60,1,50,76.00,
531595,CGCL        ,B ,Q,94.60,95.60,92.20,94.20,94.00,94.30,39,2141,201230.00,
531598,NIMBUS FOOD ,X ,Q,0.36,0.36,0.36,0.36,0.36,0.35,9,7083,2549.00,
531599,FDC LIMITED ,B ,Q,243.40,250.55,242.00,244.20,244.20,244.10,103,2808,686739.00,
531608,GORANI INDUS,XT,Q,23.10,23.10,23.10,23.10,23.10,23.10,4,1700,39270.00,
531611,AADHAARVEN  ,XT,Q,0.49,0.49,0.49,0.49,0.49,0.49,1,5,2.00,
531624,COUNTRY COND,B ,Q,2.81,3.05,2.81,3.05,3.05,2.81,4,300,856.00,
531633,LINCOLN PHAR,B ,Q,226.00,227.60,224.00,225.00,224.00,227.20,66,2975,672270.00,
531637,SWORD &SHIEL,XT,Q,7.32,7.32,7.32,7.32,7.32,7.70,1,5,36.00,
531638,SURAJ LTD   ,XT,Q,52.20,52.50,47.60,47.60,47.60,50.10,5,1001,52535.00,
531642,MARICOLTD   ,A ,Q,319.75,324.00,318.70,322.00,322.00,319.50,696,35558,11431869.00,
531648,MAHAVIRIND  ,XT,Q,0.58,0.58,0.58,0.58,0.58,0.56,3,163,94.00,
531650,VAX HSG.FIN.,XT,Q,4.10,4.10,4.00,4.00,4.00,3.93,2,125,502.00,
531680,MAYUR LEATHR,XT,Q,19.95,20.70,19.95,20.70,20.70,20.00,2,10,200.00,
531686,ADVIK LABORS,XT,Q,4.00,4.01,4.00,4.01,4.01,4.10,3,1250,5002.00,
531687,KARUTURI GLO,T ,Q,2.12,2.12,2.10,2.12,2.12,2.02,212,684108,1450054.00,
531688,PRITHVIEXCH ,X ,Q,53.70,55.00,53.70,55.00,55.00,51.05,3,200,10870.00,
531694,RAINBOW FOUN,X ,Q,16.59,16.59,16.59,16.59,16.59,15.80,1,1,16.00,
531717,VIDHIING    ,B ,Q,97.45,98.40,93.20,94.65,94.65,96.40,271,41878,4025886.00,
531719,BHAGIRA.CHEM,X ,Q,300.00,300.00,300.00,300.00,300.00,294.95,3,160,48000.00,
531723,STAMPEDE CAP,T ,Q,6.94,7.45,6.94,7.36,7.36,7.30,98,115089,822107.00,
531727,MENON PISTON,XT,Q,27.90,27.90,26.60,27.00,26.75,27.15,51,11821,320735.00,
531737,GREENCREST  ,X ,Q,32.95,32.95,32.95,32.95,32.95,32.95,2,6,197.00,
531739,GENNEX LAB  ,X ,Q,4.04,4.35,4.01,4.15,4.21,4.08,102,86912,363971.00,
531744,GINI SILK MI,X ,Q,142.45,142.45,142.45,142.45,142.45,137.00,1,1,142.00,
531746,PRAJAY ENGS.,B ,Q,10.15,11.64,10.15,11.07,11.01,11.04,22,3595,39903.00,
531761,APOLLOPIPES ,X ,Q,570.00,587.90,560.10,584.25,585.00,572.50,304,8007,4640915.00,
531768,POLY MEDICUR,B ,Q,257.00,261.00,256.00,260.60,256.00,257.05,19,1106,288116.00,
531769,PFL INFOTECH,X ,Q,9.90,9.90,9.49,9.50,9.50,9.74,7,3179,30431.00,
531795,ATUL AUTO   ,B ,Q,445.50,466.00,437.00,448.85,448.85,441.20,224,3221,1450451.00,
531802,PRERNA INFR ,X ,Q,19.95,20.20,19.15,20.20,20.20,19.25,44,14649,293732.00,
531814,TIRUPATI SAR,X ,Q,19.70,19.70,18.90,19.35,19.35,18.75,7,1392,26680.00,
531816,PANORAM UNI ,B ,Q,8.56,8.96,7.19,7.79,7.67,8.67,151,74036,583215.00,
531822,RODIUM      ,X ,Q,140.00,141.70,134.00,135.95,136.50,139.50,54,9190,1271483.00,
531842,LAHOTI OVER.,X ,Q,20.70,20.90,20.20,20.50,20.20,20.90,20,2880,58667.00,
531845,ZENITH BIRLA,T ,Q,1.25,1.25,1.25,1.25,1.25,1.20,21,27468,34335.00,
531847,ASIAN STAR  ,B ,Q,935.00,955.00,935.00,953.65,952.00,933.40,10,551,520004.00,
531859,ORIENTAL VEN,X ,Q,533.60,594.00,533.30,577.60,590.00,558.40,98,1793,1020621.00,
531861,JOINDRE CAPI,X ,Q,30.50,30.50,27.50,28.00,28.00,27.40,47,7519,210569.00,
531862,BHARATAGRI  ,X ,Q,133.30,138.90,133.30,136.30,138.85,136.70,10,190,25676.00,
531867,UNITECH INTE,X ,Q,6.70,6.94,6.61,6.67,6.61,6.99,23,8910,59734.00,
531869,SACHETA MET.,X ,Q,43.00,43.70,40.50,42.90,42.50,42.00,31,4588,195521.00,
531879,PIONEER DIS.,B ,Q,279.95,316.80,271.95,316.80,316.80,264.00,5367,215929,64686161.00,
531881,GMETCOAL    ,XT,Q,33.30,33.30,31.65,31.65,31.65,33.30,8,2156,71537.00,
531882,KWALITYLTD  ,A ,Q,50.20,51.10,48.10,48.65,48.65,49.95,1920,513177,25503368.00,
531888,REXNORD ELE.,X ,Q,61.00,61.00,58.50,60.00,60.00,60.70,15,1230,74038.00,
531892,KHANDWALA SE,B ,Q,19.50,19.50,19.10,19.10,19.10,20.10,2,440,8564.00,
531893,SAWACA BUSI ,XT,Q,1.15,1.15,1.15,1.15,1.15,1.17,7,7150,8222.00,
531898,SANGUINE MD ,XT,Q,0.49,0.49,0.49,0.49,0.49,0.49,2,11,5.00,
531900,CCL INTER   ,X ,Q,13.53,13.53,13.53,13.53,13.53,13.27,2,7,94.00,
531909,SWAGRUHA    ,XT,Q,5.50,5.50,5.50,5.50,5.50,5.65,1,100,550.00,
531917,TWINSTAR SOF,X ,Q,2.05,2.15,1.89,1.89,1.89,2.09,7,260,532.00,
531921,AGAR IND COR,T ,Q,339.40,339.40,323.00,331.00,331.00,333.00,11,957,309875.00,
531923,DHAMPURE SGR,X ,Q,13.60,14.80,13.60,14.55,14.80,14.30,13,2271,32763.00,
531930,SARTHAK INDU,X ,Q,6.55,6.55,6.55,6.55,6.55,6.24,1,101,661.00,
531934,SUPREME TEX ,T ,Q,1.22,1.22,1.15,1.20,1.20,1.20,11,6366,7526.00,
531950,VERTEX SEC. ,X ,Q,2.53,2.55,2.43,2.54,2.55,2.43,12,19845,50421.00,
531952,RIBA TEXTILS,X ,Q,95.05,95.25,91.05,92.20,93.50,94.95,800,97552,9005258.00,
531963,UNIVERSAL CR,XT,Q,1.94,1.94,1.93,1.94,1.94,1.94,11,10650,20621.00,
531977,CHARTERLOGIS,X ,Q,18.10,18.10,17.75,17.75,17.75,17.95,123,43325,774300.00,
531978,AMBIKA COTTO,B ,Q,1383.00,1388.00,1336.05,1351.40,1349.95,1374.00,119,671,920557.00,
531979,HIND ALUMIN ,X ,Q,117.20,118.85,115.00,115.90,115.80,114.75,38,1223,142157.00,
531996,ODYSSEY CORP,X ,Q,2.05,2.10,2.05,2.10,2.10,2.15,8,6314,13086.00,
532001,INDUCTO STL.,XT,Q,23.60,23.60,23.60,23.60,23.60,22.60,2,500,11800.00,
532005,SAM INDUS.  ,X ,Q,20.65,22.00,20.65,22.00,22.00,21.70,7,2360,48871.00,
532015,GRAVITY (I) ,XT,Q,3.93,3.93,3.57,3.93,3.93,3.75,10,4948,17837.00,
532022,FILAT FASH  ,X ,Q,2.35,2.70,2.35,2.70,2.70,2.70,15,12480,33381.00,
532035,UNISTAR MULT,X ,Q,2.00,2.00,2.00,2.00,2.00,2.10,1,50,100.00,
532039,ZENOTECH    ,X ,Q,42.50,44.00,42.00,42.55,42.50,43.15,32,4017,171640.00,
532041,HINDUSTN BIO,XT,Q,0.91,0.91,0.91,0.91,0.91,0.89,2,800,728.00,
532051,SWELECT     ,B ,Q,393.35,396.00,381.20,384.95,384.95,392.20,41,1228,473909.00,
532053,WALLFORT FIN,X ,Q,111.00,116.50,109.00,113.45,112.45,108.55,65,6753,767066.00,
532054,KDDL LTD    ,B ,Q,575.20,592.00,560.00,587.20,591.00,556.60,232,6510,3801109.00,
532056,ADINATH EXIM,XT,Q,19.00,20.90,19.00,20.90,20.90,19.95,3,2100,40090.00,
532057,ABHINAV CAP ,XT,Q,69.50,69.50,69.50,69.50,69.50,69.50,1,54,3753.00,
532067,KILPEST (I) ,XT,Q,178.15,178.15,166.00,170.90,171.00,169.70,37,1930,329661.00,
532070,SUPERB PAPER,X ,Q,30.40,30.45,30.00,30.00,30.00,30.40,31,3045,92325.00,
532081,KSERASERA   ,T ,Q,0.22,0.22,0.22,0.22,0.22,0.23,59,257668,56686.00,
532090,VANDANA     ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,4,3525,669.00,
532097,MUKAND ENGG.,B ,Q,38.25,38.90,37.60,37.95,37.60,37.40,128,36273,1395526.00,
532100,INDO-CITY IN,XT,Q,4.34,4.35,4.34,4.35,4.35,4.51,5,25100,108935.00,
532121,DENA BANK   ,A ,Q,18.20,19.35,18.15,19.15,19.15,18.30,534,308897,5841383.00,
532123,BSE  INFRA  ,B ,Q,3.75,4.45,3.75,4.10,4.10,4.10,29,20887,87318.00,
532129,HEXAWARE TEC,A ,Q,432.45,434.00,422.40,432.70,432.70,428.35,1251,118578,50848134.00,
532134,BANKBARODA  ,A ,Q,137.40,145.15,137.20,143.30,143.30,137.30,4334,1162602,166387749.00,
532141,ANDHRA CEMEN,T ,Q,10.42,11.35,10.42,10.76,10.76,10.96,24,12885,142479.00,
532143,SKM EGG PROD,B ,Q,119.40,124.30,113.60,114.15,114.15,119.35,738,64424,7517561.00,
532144,WELCORP     ,A ,Q,136.25,140.10,135.00,135.60,135.60,136.40,484,35532,4874599.00,
532145,H.S.(I) LTD.,X ,Q,10.43,10.79,10.40,10.42,10.79,10.81,5,490,5105.00,
532149,BNK OF INDIA,A ,Q,98.90,104.70,98.90,102.10,102.10,98.35,3676,887006,91015824.00,
532150,INDRAPRAST  ,B ,Q,49.40,49.65,49.10,49.35,49.50,49.30,126,33153,1638392.00,
532155,GAIL (I) LTD,A ,Q,325.50,331.95,324.60,329.65,330.00,325.05,1008,68631,22546457.00,
532156,VAIBHAVGBL  ,B ,Q,723.75,728.50,719.65,727.55,727.80,719.90,21,216,156673.00,
532162,JK PAPER    ,B ,Q,139.60,142.90,139.60,140.55,140.55,139.30,366,44570,6265880.00,
532163,SAREGAMA (I),B ,Q,743.00,744.75,727.95,729.10,732.90,743.90,259,3737,2746482.00,
532166,ALKA SECUR. ,XT,Q,0.35,0.36,0.35,0.35,0.35,0.35,6,4100,1455.00,
532167,OMKAR PHARM.,XT,Q,11.65,11.65,11.65,11.65,11.65,11.15,1,50,582.00,
532172,ADROITINFO  ,B ,Q,31.50,32.65,31.50,32.30,32.30,32.00,7,558,17743.00,
532173,CYBERTECH   ,B ,Q,67.95,70.90,66.70,69.05,69.05,66.25,69,4638,318707.00,
532174,ICICI BANK  ,A ,Q,276.15,291.70,276.05,288.05,288.05,278.75,8987,974926,280885068.00,
532175,CYIENT      ,A ,Q,769.75,775.00,728.00,742.35,742.35,763.00,2005,51650,38576067.00,
532178,ENGINRS.(I) ,A ,Q,155.05,159.80,154.05,156.95,156.95,155.10,706,74427,11655565.00,
532179,CORPN.BANK  ,A ,Q,30.00,30.90,29.50,30.35,30.15,29.95,163,29648,899242.00,
532180,DHANALAK.BNK,B ,Q,21.85,21.85,21.10,21.35,21.10,21.55,107,27694,595241.00,
532181,GUJ.MINERAL ,A ,Q,135.00,137.35,135.00,135.95,135.95,136.55,129,8066,1100776.00,
532183,GAYATRI SUGR,X ,Q,11.60,11.60,11.60,11.60,11.60,12.21,111,21032,243971.00,
532187,INDUSIND BNK,A ,Q,1880.00,1896.00,1864.75,1885.80,1885.80,1879.45,2253,33426,62890093.00,
532189,INDIA TOURIS,B ,Q,487.45,494.00,482.90,484.80,484.80,487.45,344,7998,3904390.00,
532209,J & K BANK  ,A ,Q,57.25,57.95,56.45,56.75,56.75,56.50,364,36935,2110874.00,
532210,CITY UNION  ,A ,Q,181.50,182.80,180.10,182.05,182.15,181.50,147,15244,2765816.00,
532212,ARCHIES LTD ,B ,Q,41.85,42.40,40.15,40.65,40.65,41.45,558,71043,2939588.00,
532215,AXIS BANK   ,A ,Q,479.00,555.55,479.00,538.90,538.90,494.55,38149,4282208,2248164340.00,
532218,SOUTH IND.BK,A ,Q,26.05,27.15,26.05,26.55,26.55,26.00,1201,942054,25125301.00,
532219,ENERGY DEV. ,B ,Q,21.50,22.70,21.50,21.75,22.05,21.65,42,6187,135918.00,
532221,SONATA SOFT.,B ,Q,359.90,368.50,355.50,358.20,357.95,358.85,1027,46991,16996953.00,
532230,BENGAL TEA &,X ,Q,54.70,56.80,54.70,56.80,56.80,57.00,4,466,26391.00,
532234,NAT.ALUM    ,A ,Q,80.05,82.20,80.05,81.50,81.50,79.50,2473,883318,71866032.00,
532240,INDIA NIPPON,B ,Q,559.85,559.85,541.05,547.50,547.50,554.70,88,1995,1095886.00,
532254,POLARIS     ,A ,Q,472.75,472.75,471.25,471.30,471.25,471.15,7,66,31126.00,
532256,NALWA SONS  ,B ,Q,1221.00,1273.00,1221.00,1236.55,1236.55,1215.00,20,164,205904.00,
532259,APAR INDUS. ,B ,Q,810.00,819.00,774.05,784.25,789.95,796.90,184,1850,1477843.00,
532262,TCI INDUS.  ,XT,Q,810.00,810.00,810.00,810.00,810.00,810.00,2,29,23490.00,
532268,ACCELYA     ,B ,Q,1395.00,1395.00,1325.00,1346.05,1346.05,1395.25,382,3228,4310720.00,
532271,CYBERMATE   ,X ,Q,2.48,2.68,2.47,2.58,2.55,2.62,31,26087,66503.00,
532275,LANDMARC LEI,XT,Q,0.73,0.79,0.73,0.79,0.79,0.76,13,49566,36225.00,
532276,SYNDICATE BN,A ,Q,52.50,55.50,52.05,54.30,54.30,53.00,1483,457699,24906520.00,
